altitude,temperature,pressure,density,speed_of_sound,viscosity
[m],[Kelvin],[pascal],[kg/m3],[m/s],[Pa.s]
517,284.789,95266.4,1.16534,338.304,1.80E-05
518,284.783,95255,1.16523,338.3,0.000017952
519,284.776,95243.5,1.16512,338.296,1.80E-05
520,284.77,95232.1,1.165,338.292,1.80E-05
521,284.763,95220.7,1.16489,338.288,0.000017951
522,284.757,95209.3,1.16478,338.285,1.80E-05
523,284.75,95197.9,1.16466,338.281,1.80E-05
524,284.744,95186.4,1.16455,338.277,0.00001795
525,284.737,95175,1.16444,338.273,1.79E-05
526,284.731,95163.6,1.16432,338.269,1.79E-05
527,284.724,95152.2,1.16421,338.265,0.000017949
528,284.718,95140.8,1.1641,338.261,1.79E-05
529,284.712,95129.3,1.16399,338.258,1.79E-05
530,284.705,95117.9,1.16387,338.254,1.79E-05
531,284.698,95106.5,1.16376,338.25,1.79E-05
532,284.692,95095.1,1.16365,338.246,1.79E-05
533,284.685,95083.7,1.16353,338.242,1.79E-05
534,284.679,95072.3,1.16342,338.238,1.79E-05
535,284.672,95060.9,1.16331,338.234,1.79E-05
536,284.666,95049.5,1.16319,338.231,1.79E-05
537,284.659,95038.1,1.16308,338.227,1.79E-05
538,284.653,95026.7,1.16297,338.223,1.79E-05
539,284.647,95015.3,1.16286,338.219,1.79E-05
540,284.64,95003.8,1.16274,338.215,1.79E-05
541,284.633,94992.4,1.16263,338.211,1.79E-05
542,284.627,94981,1.16252,338.207,1.79E-05
543,284.62,94969.6,1.1624,338.204,1.79E-05
544,284.614,94958.2,1.16229,338.2,1.79E-05
545,284.607,94946.8,1.16218,338.196,1.79E-05
546,284.601,94935.5,1.16206,338.192,1.79E-05
547,284.594,94924.1,1.16195,338.188,1.79E-05
548,284.588,94912.7,1.16184,338.184,1.79E-05
549,284.582,94901.3,1.16173,338.18,1.79E-05
550,284.575,94889.9,1.16161,338.177,1.79E-05
551,284.568,94878.5,1.1615,338.173,1.79E-05
552,284.562,94867.1,1.16139,338.169,1.79E-05
553,284.555,94855.7,1.16127,338.165,1.79E-05
554,284.549,94844.3,1.16116,338.161,1.79E-05
555,284.542,94832.9,1.16105,338.157,1.79E-05
556,284.536,94821.5,1.16094,338.153,1.79E-05
557,284.529,94810.2,1.16082,338.149,1.79E-05
558,284.523,94798.8,1.16071,338.146,1.79E-05
559,284.516,94787.4,1.1606,338.142,1.79E-05
560,284.51,94776,1.16048,338.138,1.79E-05
561,284.503,94764.6,1.16037,338.134,1.79E-05
562,284.497,94753.3,1.16026,338.13,1.79E-05
563,284.49,94741.9,1.16015,338.126,1.79E-05
564,284.484,94730.5,1.16003,338.122,0.000017937
565,284.477,94719.1,1.15992,338.119,1.79E-05
566,284.471,94707.8,1.15981,338.115,1.79E-05
567,284.464,94696.4,1.15969,338.111,0.000017936
568,284.458,94685,1.15958,338.107,1.79E-05
569,284.451,94673.6,1.15947,338.103,1.79E-05
570,284.445,94662.3,1.15936,338.099,0.000017935
571,284.438,94650.9,1.15924,338.095,1.79E-05
572,284.432,94639.5,1.15913,338.092,1.79E-05
573,284.425,94628.2,1.15902,338.088,0.000017934
574,284.419,94616.8,1.1589,338.084,1.79E-05
575,284.412,94605.4,1.15879,338.08,1.79E-05
576,284.406,94594.1,1.15868,338.076,1.79E-05
577,284.399,94582.7,1.15857,338.072,1.79E-05
578,284.393,94571.3,1.15845,338.068,1.79E-05
579,284.386,94560,1.15834,338.064,1.79E-05
580,284.38,94548.6,1.15823,338.061,1.79E-05
581,284.373,94537.3,1.15812,338.057,1.79E-05
582,284.367,94525.9,1.158,338.053,1.79E-05
583,284.361,94514.6,1.15789,338.049,1.79E-05
584,284.354,94503.2,1.15778,338.045,1.79E-05
585,284.347,94491.9,1.15767,338.041,1.79E-05
586,284.341,94480.5,1.15755,338.037,1.79E-05
587,284.334,94469.1,1.15744,338.034,1.79E-05
588,284.328,94457.8,1.15733,338.03,1.79E-05
589,284.321,94446.4,1.15721,338.026,1.79E-05
590,284.315,94435.1,1.1571,338.022,1.79E-05
591,284.308,94423.8,1.15699,338.018,1.79E-05
592,284.302,94412.4,1.15688,338.014,1.79E-05
593,284.296,94401.1,1.15676,338.01,1.79E-05
594,284.289,94389.7,1.15665,338.007,1.79E-05
595,284.282,94378.4,1.15654,338.003,1.79E-05
596,284.276,94367,1.15643,337.999,1.79E-05
597,284.269,94355.7,1.15631,337.995,1.79E-05
598,284.263,94344.4,1.1562,337.991,1.79E-05
599,284.256,94333,1.15609,337.987,1.79E-05
600,284.25,94321.7,1.15598,337.983,1.79E-05
601,284.243,94310.3,1.15586,337.979,1.79E-05
602,284.237,94299,1.15575,337.976,1.79E-05
603,284.23,94287.7,1.15564,337.972,1.79E-05
604,284.224,94276.3,1.15553,337.968,1.79E-05
605,284.217,94265,1.15541,337.964,1.79E-05
606,284.211,94253.7,1.1553,337.96,1.79E-05
607,284.204,94242.4,1.15519,337.956,1.79E-05
608,284.198,94231,1.15508,337.952,1.79E-05
609,284.191,94219.7,1.15496,337.949,1.79E-05
610,284.185,94208.4,1.15485,337.945,1.79E-05
611,284.178,94197.1,1.15474,337.941,1.79E-05
612,284.172,94185.7,1.15463,337.937,1.79E-05
613,284.165,94174.4,1.15452,337.933,0.000017921
614,284.159,94163.1,1.1544,337.929,1.79E-05
615,284.152,94151.8,1.15429,337.925,1.79E-05
616,284.146,94140.4,1.15418,337.922,0.00001792
617,284.139,94129.1,1.15407,337.918,1.79E-05
618,284.133,94117.8,1.15395,337.914,1.79E-05
619,284.126,94106.5,1.15384,337.91,0.000017919
620,284.12,94095.2,1.15373,337.906,1.79E-05
621,284.113,94083.9,1.15362,337.902,1.79E-05
622,284.107,94072.6,1.1535,337.898,0.000017918
623,284.1,94061.2,1.15339,337.894,1.79E-05
624,284.094,94049.9,1.15328,337.891,1.79E-05
625,284.087,94038.6,1.15317,337.887,0.000017917
626,284.081,94027.3,1.15305,337.883,1.79E-05
627,284.075,94016,1.15294,337.879,1.79E-05
628,284.068,94004.7,1.15283,337.875,1.79E-05
629,284.061,93993.4,1.15272,337.871,1.79E-05
630,284.055,93982.1,1.15261,337.867,1.79E-05
631,284.048,93970.8,1.15249,337.864,1.79E-05
632,284.042,93959.5,1.15238,337.86,1.79E-05
633,284.035,93948.2,1.15227,337.856,1.79E-05
634,284.029,93936.9,1.15216,337.852,1.79E-05
635,284.022,93925.6,1.15204,337.848,1.79E-05
636,284.016,93914.3,1.15193,337.844,1.79E-05
637,284.01,93903,1.15182,337.84,1.79E-05
638,284.003,93891.7,1.15171,337.836,1.79E-05
639,283.996,93880.4,1.1516,337.833,1.79E-05
640,283.99,93869.1,1.15148,337.829,1.79E-05
641,283.983,93857.8,1.15137,337.825,1.79E-05
642,283.977,93846.5,1.15126,337.821,1.79E-05
643,283.97,93835.2,1.15115,337.817,1.79E-05
644,283.964,93824,1.15104,337.813,1.79E-05
645,283.957,93812.7,1.15092,337.809,1.79E-05
646,283.951,93801.4,1.15081,337.806,1.79E-05
647,283.945,93790.1,1.1507,337.802,1.79E-05
648,283.938,93778.8,1.15059,337.798,1.79E-05
649,283.931,93767.5,1.15047,337.794,1.79E-05
650,283.925,93756.2,1.15036,337.79,1.79E-05
651,283.918,93745,1.15025,337.786,1.79E-05
652,283.912,93733.7,1.15014,337.782,1.79E-05
653,283.905,93722.4,1.15003,337.778,1.79E-05
654,283.899,93711.1,1.14991,337.775,1.79E-05
655,283.892,93699.9,1.1498,337.771,1.79E-05
656,283.886,93688.6,1.14969,337.767,1.79E-05
657,283.879,93677.3,1.14958,337.763,1.79E-05
658,283.873,93666,1.14947,337.759,1.79E-05
659,283.866,93654.8,1.14935,337.755,1.79E-05
660,283.86,93643.5,1.14924,337.751,1.79E-05
661,283.853,93632.2,1.14913,337.748,1.79E-05
662,283.847,93621,1.14902,337.744,0.000017905
663,283.84,93609.7,1.14891,337.74,1.79E-05
664,283.834,93598.4,1.14879,337.736,1.79E-05
665,283.827,93587.2,1.14868,337.732,0.000017904
666,283.821,93575.9,1.14857,337.728,1.79E-05
667,283.814,93564.6,1.14846,337.724,1.79E-05
668,283.808,93553.4,1.14835,337.72,0.000017903
669,283.801,93542.1,1.14823,337.717,1.79E-05
670,283.795,93530.8,1.14812,337.713,1.79E-05
671,283.788,93519.6,1.14801,337.709,0.000017902
672,283.782,93508.3,1.1479,337.705,1.79E-05
673,283.775,93497.1,1.14779,337.701,1.79E-05
674,283.769,93485.8,1.14767,337.697,0.000017901
675,283.762,93474.6,1.14756,337.693,1.79E-05
676,283.756,93463.3,1.14745,337.69,1.79E-05
677,283.749,93452.1,1.14734,337.686,1.79E-05
678,283.743,93440.8,1.14723,337.682,1.79E-05
679,283.736,93429.6,1.14712,337.678,1.79E-05
680,283.73,93418.3,1.147,337.674,1.79E-05
681,283.724,93407.1,1.14689,337.67,1.79E-05
682,283.717,93395.8,1.14678,337.666,1.79E-05
683,283.71,93384.6,1.14667,337.662,1.79E-05
684,283.704,93373.3,1.14656,337.659,1.79E-05
685,283.697,93362.1,1.14644,337.655,1.79E-05
686,283.691,93350.8,1.14633,337.651,1.79E-05
687,283.684,93339.6,1.14622,337.647,1.79E-05
688,283.678,93328.4,1.14611,337.643,1.79E-05
689,283.671,93317.1,1.146,337.639,1.79E-05
690,283.665,93305.9,1.14589,337.635,1.79E-05
691,283.659,93294.6,1.14577,337.632,1.79E-05
692,283.652,93283.4,1.14566,337.628,1.79E-05
693,283.645,93272.2,1.14555,337.624,1.79E-05
694,283.639,93260.9,1.14544,337.62,1.79E-05
695,283.632,93249.7,1.14533,337.616,1.79E-05
696,283.626,93238.5,1.14522,337.612,1.79E-05
697,283.619,93227.2,1.1451,337.608,1.79E-05
698,283.613,93216,1.14499,337.604,1.79E-05
699,283.606,93204.8,1.14488,337.601,1.79E-05
700,283.6,93193.6,1.14477,337.597,1.79E-05
701,283.593,93182.3,1.14466,337.593,1.79E-05
702,283.587,93171.1,1.14455,337.589,1.79E-05
703,283.58,93159.9,1.14443,337.585,1.79E-05
704,283.574,93148.7,1.14432,337.581,1.79E-05
705,283.567,93137.4,1.14421,337.577,1.79E-05
706,283.561,93126.2,1.1441,337.573,1.79E-05
707,283.554,93115,1.14399,337.57,1.79E-05
708,283.548,93103.8,1.14388,337.566,1.79E-05
709,283.541,93092.6,1.14376,337.562,1.79E-05
710,283.535,93081.4,1.14365,337.558,1.79E-05
711,283.528,93070.1,1.14354,337.554,1.79E-05
712,283.522,93058.9,1.14343,337.55,1.79E-05
713,283.515,93047.7,1.14332,337.546,1.79E-05
714,283.509,93036.5,1.14321,337.543,0.000017888
715,283.502,93025.3,1.14309,337.539,1.79E-05
716,283.496,93014.1,1.14298,337.535,1.79E-05
717,283.489,93002.9,1.14287,337.531,0.000017887
718,283.483,92991.7,1.14276,337.527,1.79E-05
719,283.476,92980.5,1.14265,337.523,1.79E-05
720,283.47,92969.3,1.14254,337.519,0.000017886
721,283.463,92958,1.14243,337.515,1.79E-05
722,283.457,92946.8,1.14231,337.512,1.79E-05
723,283.45,92935.6,1.1422,337.508,0.000017885
724,283.444,92924.4,1.14209,337.504,1.79E-05
725,283.438,92913.2,1.14198,337.5,1.79E-05
726,283.431,92902,1.14187,337.496,0.000017884
727,283.424,92890.8,1.14176,337.492,1.79E-05
728,283.418,92879.7,1.14165,337.488,1.79E-05
729,283.411,92868.5,1.14153,337.484,0.000017883
730,283.405,92857.3,1.14142,337.481,1.79E-05
731,283.398,92846.1,1.14131,337.477,1.79E-05
732,283.392,92834.9,1.1412,337.473,1.79E-05
733,283.385,92823.7,1.14109,337.469,1.79E-05
734,283.379,92812.5,1.14098,337.465,1.79E-05
735,283.373,92801.3,1.14087,337.461,1.79E-05
736,283.366,92790.1,1.14075,337.457,1.79E-05
737,283.359,92778.9,1.14064,337.454,1.79E-05
738,283.353,92767.8,1.14053,337.45,1.79E-05
739,283.346,92756.6,1.14042,337.446,1.79E-05
740,283.34,92745.4,1.14031,337.442,1.79E-05
741,283.333,92734.2,1.1402,337.438,1.79E-05
742,283.327,92723,1.14009,337.434,1.79E-05
743,283.32,92711.8,1.13997,337.43,1.79E-05
744,283.314,92700.7,1.13986,337.426,1.79E-05
745,283.308,92689.5,1.13975,337.423,1.79E-05
746,283.301,92678.3,1.13964,337.419,1.79E-05
747,283.294,92667.1,1.13953,337.415,1.79E-05
748,283.288,92656,1.13942,337.411,1.79E-05
749,283.281,92644.8,1.13931,337.407,1.79E-05
750,283.275,92633.6,1.1392,337.403,1.79E-05
751,283.268,92622.4,1.13908,337.399,1.79E-05
752,283.262,92611.3,1.13897,337.395,1.79E-05
753,283.255,92600.1,1.13886,337.392,1.79E-05
754,283.249,92588.9,1.13875,337.388,1.79E-05
755,283.242,92577.8,1.13864,337.384,1.79E-05
756,283.236,92566.6,1.13853,337.38,1.79E-05
757,283.229,92555.4,1.13842,337.376,1.79E-05
758,283.223,92544.3,1.13831,337.372,1.79E-05
759,283.216,92533.1,1.1382,337.368,1.79E-05
760,283.21,92521.9,1.13808,337.364,1.79E-05
761,283.203,92510.8,1.13797,337.361,1.79E-05
762,283.197,92499.6,1.13786,337.357,1.79E-05
763,283.19,92488.5,1.13775,337.353,1.79E-05
764,283.184,92477.3,1.13764,337.349,1.79E-05
765,283.177,92466.2,1.13753,337.345,1.79E-05
766,283.171,92455,1.13742,337.341,1.79E-05
767,283.164,92443.9,1.13731,337.337,1.79E-05
768,283.158,92432.7,1.13719,337.334,1.79E-05
769,283.151,92421.5,1.13708,337.33,0.00001787
770,283.145,92410.4,1.13697,337.326,1.79E-05
771,283.138,92399.2,1.13686,337.322,1.79E-05
772,283.132,92388.1,1.13675,337.318,0.000017869
773,283.125,92377,1.13664,337.314,1.79E-05
774,283.119,92365.8,1.13653,337.31,1.79E-05
775,283.112,92354.7,1.13642,337.306,0.000017868
776,283.106,92343.5,1.13631,337.303,1.79E-05
777,283.099,92332.4,1.1362,337.299,1.79E-05
778,283.093,92321.2,1.13608,337.295,0.000017867
779,283.087,92310.1,1.13597,337.291,1.79E-05
780,283.08,92299,1.13586,337.287,1.79E-05
781,283.073,92287.8,1.13575,337.283,0.000017866
782,283.067,92276.7,1.13564,337.279,1.79E-05
783,283.06,92265.5,1.13553,337.275,1.79E-05
784,283.054,92254.4,1.13542,337.272,1.79E-05
785,283.047,92243.3,1.13531,337.268,1.79E-05
786,283.041,92232.1,1.1352,337.264,1.79E-05
787,283.034,92221,1.13509,337.26,1.79E-05
788,283.028,92209.9,1.13497,337.256,1.79E-05
789,283.022,92198.7,1.13486,337.252,1.79E-05
790,283.015,92187.6,1.13475,337.248,1.79E-05
791,283.008,92176.5,1.13464,337.244,1.79E-05
792,283.002,92165.4,1.13453,337.241,1.79E-05
793,282.995,92154.2,1.13442,337.237,1.79E-05
794,282.989,92143.1,1.13431,337.233,1.79E-05
795,282.982,92132,1.1342,337.229,1.79E-05
796,282.976,92120.9,1.13409,337.225,1.79E-05
797,282.969,92109.7,1.13398,337.221,1.79E-05
798,282.963,92098.6,1.13387,337.217,1.79E-05
799,282.957,92087.5,1.13375,337.213,1.79E-05
800,282.95,92076.4,1.13364,337.21,1.79E-05
801,282.943,92065.3,1.13353,337.206,1.79E-05
802,282.937,92054.2,1.13342,337.202,1.79E-05
803,282.93,92043,1.13331,337.198,1.79E-05
804,282.924,92031.9,1.1332,337.194,1.79E-05
805,282.917,92020.8,1.13309,337.19,1.79E-05
806,282.911,92009.7,1.13298,337.186,1.79E-05
807,282.904,91998.6,1.13287,337.182,1.79E-05
808,282.898,91987.5,1.13276,337.179,1.79E-05
809,282.891,91976.4,1.13265,337.175,1.79E-05
810,282.885,91965.3,1.13254,337.171,1.79E-05
811,282.878,91954.2,1.13243,337.167,1.79E-05
812,282.872,91943.1,1.13231,337.163,1.79E-05
813,282.865,91932,1.1322,337.159,1.79E-05
814,282.859,91920.9,1.13209,337.155,1.79E-05
815,282.852,91909.8,1.13198,337.151,1.79E-05
816,282.846,91898.7,1.13187,337.148,1.79E-05
817,282.839,91887.6,1.13176,337.144,1.79E-05
818,282.833,91876.5,1.13165,337.14,1.79E-05
819,282.826,91865.4,1.13154,337.136,1.79E-05
820,282.82,91854.3,1.13143,337.132,1.79E-05
821,282.813,91843.2,1.13132,337.128,1.79E-05
822,282.807,91832.1,1.13121,337.124,1.79E-05
823,282.8,91821,1.1311,337.12,1.79E-05
824,282.794,91809.9,1.13099,337.117,0.000017852
825,282.787,91798.8,1.13088,337.113,1.79E-05
826,282.781,91787.7,1.13077,337.109,1.79E-05
827,282.774,91776.6,1.13065,337.105,0.000017851
828,282.768,91765.5,1.13054,337.101,1.79E-05
829,282.761,91754.4,1.13043,337.097,1.79E-05
830,282.755,91743.4,1.13032,337.093,0.00001785
831,282.748,91732.3,1.13021,337.089,1.78E-05
832,282.742,91721.2,1.1301,337.086,1.78E-05
833,282.736,91710.1,1.12999,337.082,0.000017849
834,282.729,91699,1.12988,337.078,1.78E-05
835,282.722,91688,1.12977,337.074,1.78E-05
836,282.716,91676.9,1.12966,337.07,0.000017848
837,282.709,91665.8,1.12955,337.066,1.78E-05
838,282.703,91654.7,1.12944,337.062,1.78E-05
839,282.696,91643.6,1.12933,337.058,1.78E-05
840,282.69,91632.6,1.12922,337.055,1.78E-05
841,282.683,91621.5,1.12911,337.051,1.78E-05
842,282.677,91610.4,1.129,337.047,1.78E-05
843,282.671,91599.4,1.12889,337.043,1.78E-05
844,282.664,91588.3,1.12878,337.039,1.78E-05
845,282.657,91577.2,1.12866,337.035,1.78E-05
846,282.651,91566.1,1.12855,337.031,1.78E-05
847,282.644,91555.1,1.12844,337.027,1.78E-05
848,282.638,91544,1.12833,337.024,1.78E-05
849,282.631,91532.9,1.12822,337.02,1.78E-05
850,282.625,91521.9,1.12811,337.016,1.78E-05
851,282.618,91510.8,1.128,337.012,1.78E-05
852,282.612,91499.8,1.12789,337.008,1.78E-05
853,282.606,91488.7,1.12778,337.004,1.78E-05
854,282.599,91477.6,1.12767,337,1.78E-05
855,282.592,91466.6,1.12756,336.996,1.78E-05
856,282.586,91455.5,1.12745,336.993,1.78E-05
857,282.579,91444.5,1.12734,336.989,1.78E-05
858,282.573,91433.4,1.12723,336.985,1.78E-05
859,282.566,91422.4,1.12712,336.981,1.78E-05
860,282.56,91411.3,1.12701,336.977,1.78E-05
861,282.553,91400.3,1.1269,336.973,1.78E-05
862,282.547,91389.2,1.12679,336.969,1.78E-05
863,282.54,91378.2,1.12668,336.965,1.78E-05
864,282.534,91367.1,1.12657,336.962,1.78E-05
865,282.527,91356.1,1.12646,336.958,1.78E-05
866,282.521,91345,1.12635,336.954,1.78E-05
867,282.514,91334,1.12624,336.95,1.78E-05
868,282.508,91322.9,1.12613,336.946,1.78E-05
869,282.501,91311.9,1.12602,336.942,1.78E-05
870,282.495,91300.8,1.12591,336.938,1.78E-05
871,282.488,91289.8,1.1258,336.934,1.78E-05
872,282.482,91278.8,1.12569,336.931,1.78E-05
873,282.475,91267.7,1.12558,336.927,1.78E-05
874,282.469,91256.7,1.12546,336.923,1.78E-05
875,282.462,91245.6,1.12535,336.919,1.78E-05
876,282.456,91234.6,1.12524,336.915,1.78E-05
877,282.45,91223.6,1.12513,336.911,1.78E-05
878,282.443,91212.5,1.12502,336.907,1.78E-05
879,282.436,91201.5,1.12491,336.903,1.78E-05
880,282.43,91190.5,1.1248,336.9,1.78E-05
881,282.423,91179.5,1.12469,336.896,1.78E-05
882,282.417,91168.4,1.12458,336.892,0.000017833
883,282.41,91157.4,1.12447,336.888,1.78E-05
884,282.404,91146.4,1.12436,336.884,1.78E-05
885,282.397,91135.3,1.12425,336.88,0.000017832
886,282.391,91124.3,1.12414,336.876,1.78E-05
887,282.385,91113.3,1.12403,336.872,1.78E-05
888,282.378,91102.3,1.12392,336.869,0.000017831
889,282.371,91091.2,1.12381,336.865,1.78E-05
890,282.365,91080.2,1.1237,336.861,1.78E-05
891,282.358,91069.2,1.12359,336.857,0.00001783
892,282.352,91058.2,1.12348,336.853,1.78E-05
893,282.345,91047.2,1.12337,336.849,1.78E-05
894,282.339,91036.2,1.12326,336.845,0.000017829
895,282.332,91025.1,1.12315,336.841,1.78E-05
896,282.326,91014.1,1.12304,336.838,1.78E-05
897,282.32,91003.1,1.12293,336.834,1.78E-05
898,282.313,90992.1,1.12282,336.83,1.78E-05
899,282.306,90981.1,1.12271,336.826,1.78E-05
900,282.3,90970.1,1.1226,336.822,1.78E-05
901,282.293,90959.1,1.12249,336.818,1.78E-05
902,282.287,90948.1,1.12238,336.814,1.78E-05
903,282.28,90937.1,1.12227,336.81,1.78E-05
904,282.274,90926.1,1.12216,336.807,1.78E-05
905,282.267,90915.1,1.12205,336.803,1.78E-05
906,282.261,90904.1,1.12194,336.799,1.78E-05
907,282.254,90893,1.12183,336.795,1.78E-05
908,282.248,90882,1.12172,336.791,1.78E-05
909,282.241,90871,1.12161,336.787,1.78E-05
910,282.235,90860.1,1.1215,336.783,1.78E-05
911,282.228,90849.1,1.12139,336.779,1.78E-05
912,282.222,90838.1,1.12128,336.776,1.78E-05
913,282.215,90827.1,1.12117,336.772,1.78E-05
914,282.209,90816.1,1.12106,336.768,1.78E-05
915,282.202,90805.1,1.12095,336.764,1.78E-05
916,282.196,90794.1,1.12084,336.76,1.78E-05
917,282.189,90783.1,1.12073,336.756,1.78E-05
918,282.183,90772.1,1.12062,336.752,1.78E-05
919,282.176,90761.1,1.12051,336.748,1.78E-05
920,282.17,90750.1,1.1204,336.744,1.78E-05
921,282.163,90739.1,1.12029,336.741,1.78E-05
922,282.157,90728.1,1.12018,336.737,1.78E-05
923,282.15,90717.2,1.12007,336.733,1.78E-05
924,282.144,90706.2,1.11996,336.729,1.78E-05
925,282.137,90695.2,1.11985,336.725,1.78E-05
926,282.131,90684.2,1.11974,336.721,1.78E-05
927,282.124,90673.2,1.11963,336.717,1.78E-05
928,282.118,90662.3,1.11953,336.713,1.78E-05
929,282.111,90651.3,1.11942,336.71,1.78E-05
930,282.105,90640.3,1.11931,336.706,1.78E-05
931,282.099,90629.3,1.1192,336.702,1.78E-05
932,282.092,90618.4,1.11909,336.698,1.78E-05
933,282.085,90607.4,1.11898,336.694,1.78E-05
934,282.079,90596.4,1.11887,336.69,1.78E-05
935,282.072,90585.4,1.11876,336.686,1.78E-05
936,282.066,90574.5,1.11865,336.682,1.78E-05
937,282.059,90563.5,1.11854,336.679,1.78E-05
938,282.053,90552.5,1.11843,336.675,1.78E-05
939,282.046,90541.6,1.11832,336.671,1.78E-05
940,282.04,90530.6,1.11821,336.667,0.000017814
941,282.034,90519.6,1.1181,336.663,1.78E-05
942,282.027,90508.7,1.11799,336.659,1.78E-05
943,282.02,90497.7,1.11788,336.655,0.000017813
944,282.014,90486.7,1.11777,336.651,1.78E-05
945,282.007,90475.8,1.11766,336.647,1.78E-05
946,282.001,90464.8,1.11755,336.644,0.000017812
947,281.994,90453.9,1.11744,336.64,1.78E-05
948,281.988,90442.9,1.11733,336.636,1.78E-05
949,281.981,90431.9,1.11722,336.632,0.000017811
950,281.975,90421,1.11711,336.628,1.78E-05
951,281.968,90410,1.117,336.624,1.78E-05
952,281.962,90399.1,1.11689,336.62,0.00001781
953,281.955,90388.1,1.11678,336.616,1.78E-05
954,281.949,90377.2,1.11667,336.613,1.78E-05
955,281.942,90366.2,1.11656,336.609,0.000017809
956,281.936,90355.3,1.11645,336.605,1.78E-05
957,281.929,90344.3,1.11635,336.601,1.78E-05
958,281.923,90333.4,1.11624,336.597,1.78E-05
959,281.916,90322.4,1.11613,336.593,1.78E-05
960,281.91,90311.5,1.11602,336.589,1.78E-05
961,281.903,90300.5,1.11591,336.585,1.78E-05
962,281.897,90289.6,1.1158,336.582,1.78E-05
963,281.89,90278.7,1.11569,336.578,1.78E-05
964,281.884,90267.7,1.11558,336.574,1.78E-05
965,281.877,90256.8,1.11547,336.57,1.78E-05
966,281.871,90245.8,1.11536,336.566,1.78E-05
967,281.864,90234.9,1.11525,336.562,1.78E-05
968,281.858,90224,1.11514,336.558,1.78E-05
969,281.851,90213,1.11503,336.554,1.78E-05
970,281.845,90202.1,1.11492,336.55,1.78E-05
971,281.838,90191.2,1.11481,336.547,1.78E-05
972,281.832,90180.2,1.1147,336.543,1.78E-05
973,281.825,90169.3,1.11459,336.539,1.78E-05
974,281.819,90158.4,1.11448,336.535,1.78E-05
975,281.813,90147.4,1.11437,336.531,1.78E-05
976,281.806,90136.5,1.11427,336.527,1.78E-05
977,281.799,90125.6,1.11416,336.523,1.78E-05
978,281.793,90114.7,1.11405,336.519,1.78E-05
979,281.786,90103.7,1.11394,336.516,1.78E-05
980,281.78,90092.8,1.11383,336.512,1.78E-05
981,281.773,90081.9,1.11372,336.508,1.78E-05
982,281.767,90071,1.11361,336.504,1.78E-05
983,281.76,90060.1,1.1135,336.5,1.78E-05
984,281.754,90049.1,1.11339,336.496,1.78E-05
985,281.748,90038.2,1.11328,336.492,1.78E-05
986,281.741,90027.3,1.11317,336.488,1.78E-05
987,281.734,90016.4,1.11306,336.485,1.78E-05
988,281.728,90005.5,1.11295,336.481,1.78E-05
989,281.721,89994.6,1.11284,336.477,1.78E-05
990,281.715,89983.6,1.11273,336.473,1.78E-05
991,281.708,89972.7,1.11263,336.469,1.78E-05
992,281.702,89961.8,1.11252,336.465,1.78E-05
993,281.695,89950.9,1.11241,336.461,1.78E-05
994,281.689,89940,1.1123,336.457,1.78E-05
995,281.683,89929.1,1.11219,336.453,1.78E-05
996,281.676,89918.2,1.11208,336.45,1.78E-05
997,281.669,89907.3,1.11197,336.446,1.78E-05
998,281.663,89896.4,1.11186,336.442,1.78E-05
999,281.656,89885.5,1.11175,336.438,1.78E-05
1000,281.65,89874.6,1.11164,336.434,1.78E-05
1001,281.643,89863.7,1.11153,336.43,0.000017794
1002,281.637,89852.8,1.11142,336.426,1.78E-05
1003,281.63,89841.9,1.11132,336.422,1.78E-05
1004,281.624,89831,1.11121,336.419,0.000017793
1005,281.617,89820.1,1.1111,336.415,1.78E-05
1006,281.611,89809.2,1.11099,336.411,1.78E-05
1007,281.604,89798.3,1.11088,336.407,0.000017792
